question,intent,source,id
Should I drop out of grad school? - I have just completed my first year of grad school. I am currently in a enormous amount of debt from undergrad. I want to continue but I am,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),23631
Are ERC starting grant preparation courses worth it?,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),19736
"Grant fraud, should I bust my PhD advisor? - tl;dr: Should I report this large grant fraud, and what consequences could it have for me?  For obvious reasons, I will try to maintain some",campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),15334
"Selling/Buying software in academia - I have written multiple opensource programs as part of my PhD, and some of these programs require a dedicated server somewhere on the intern",campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),15968
"Why is the admission process centralized, when the professor who is actually funding may not be in the committee?",campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),4627
Which are the funding options for a Postdoc in Denmark?,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),25494
"Why do undergraduates pay for their education, but postgraduates are paid?",campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),14898
Sharing google scholar library - I'd like to share my google scholar library with some of my colleagues though wasn't able to find any relevant information online. Is it pos,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),18043
"Why do big funders not act as publishers? - Scientific publishing absorbs a lot of money from the budgets of scientific organisations, either by publication fees or subscription fees,",campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),26104
How to find host institution - Marie-Curie individual fellowship,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),17352
Mitigating Circumstances for dissertation - being charged extra fees,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),9439
Avoiding the appearance of name dropping in fellowship applications,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),15103
Is it acceptable to ask the editor for feedback about a review I wrote?,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),16536
Is offering to use personal funds for research a good idea?,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),13133
How the US Dept of Education define a school year for purposes of Pell Grant eligibility?,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),32750
How to ask for expanding scholarship duration from grad school?,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),26362
"Why don't high-ranking journals go solo? - There are so many debates and criticisms around the topic of publishers, who are accused of charging excessive fees for access when all the",campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),13893
"My master thesis supervisor wants me to continue as his PhD student, but he has no funds at the moment. Any advice?",campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),17961
Accepting a scholarship for masters just to get the money and fund a future masters,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),4520
Should I make 2 applications to the same university,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),5849
"Paid twice by university for ""same"" research: how to proceed?",campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),13549
solution to questions of lab equipments and funding search during faculty interview,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),30918
"How does funding at UK universities work? - The process for obtaining funding for graduate work in the UK seems much different than it is in the US. In particular, in the UK, funding d",campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),17324
Has anyone transfered from an MPhil to a Phd?,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),8765
"Marie Curie IF, can secondments be hosted by my PhD institution?",campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),32160
Donating money to scientific research after my death,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),9708
Acknowledging funding - I often read in research articles acknowledgments such as     The first author is (partially) supported by a grant of the National Science F,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),18861
How likely is it for an international student to secure graduate funding for a subject like Psychology?,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),15580
About to write my PhD thesis and I don't know the basics and fundamentals. I am feeling unworthy of the PhD title. What should I do?,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),30476
How do you (digitally) catalog the books you've read over the years?,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),31603
Travel Budget for Faculty Members in USA - How much budget do faculty members in US  have to travel to conferences every year?   I am looking for the average travel support in CS or E,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),10960
How do I ask professors to give feedback on my online articles that are based on their work?,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),6498
"PhD advisor lost funding, need advice - I am an international PhD student in an engineering department in US and was fully funded for all two years, but just two weeks before the f",campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),8716
Pharmacy graduate: What are my chances of obtaining a scholarship for physics graduate studies?,campus_life_and_student_services,Hugging Face (StackExchange Academia QA Corpus),10176
